1. (Label: GearOilTemperature_val, Match: <https://w3id.org/platoon/hasInputOilAverageTemperature>, Ontology: PlatoonWindturbine.txt, Score: High)
6. (Label: Consumption for cooling after, Match: <https://w3id.org/platoon/hasEnergyConsumption>, Ontology: EnershareProperty.txt, Score: Medium)
7. (Label: Energy consumption after, Match: <https://w3id.org/platoon/hasFinalEnergyConsumption>, Ontology: EnershareProperty.txt, Score: High)
8. (Label: Heat saving for heating, Match: <https://w3id.org/platoon/HeatingGasEnergyConsumptionProperty>, Ontology: PlatoonEnergy.txt, Score: High)
9. (Label: Total energy consumption saving, Match: <https://w3id.org/enershare/property/hasPrimaryTotalEnergyConsumption>, Ontology: EnershareProperty.txt, Score: High)
10. (Label: Saving of heat energy, Match: <https://w3id.org/platoon/HeatingGasEnergyConsumptionProperty>, Ontology: PlatoonEnergy.txt, Score: High)
1. (Label: Primary non-renewable energy, Match: <https://w3id.org/enershare/system/hasFirstEnergyResourceNonRenewableEmissionFactorForCooling>, Ontology: EnershareSystem.txt, Score: High)
2. (Label: Primary total energy consumption, Match: <https://w3id.org/enershare/property/hasTotalElectricEnergyLoad>, Ontology: EnershareProperty.txt, Score: High)
3. (Label: Almost zero energy building, Match: <https://w3id.org/enershare/system/hasCarbonFootPrint>, Ontology: EnershareSystem.txt, Score: High)
4. (Label: Carbon dioxide emission tons after, Match: <https://w3id.org/enershare/system/hasEnergyResourceEmissionFactor>, Ontology: EnershareSystem.txt, Score: High)
5. (Label: Carbon dioxide emission after, Match: <https://w3id.org/enershare/system/hasEnergyResourceEmissionFactor>, Ontology: EnershareSystem.txt, Score: High)
6. (Label: Area of the external surface, Match: <https://w3id.org/enershare/system/hasEnergyResourceEmissionFactor>, Ontology: EnershareSystem.txt, Score: High)
7. (Label: Average heat transfer coefficient, Match: <https://w3id.org/enershare/system/hasFirstEnergyResourceNonRenewableEmissionFactorForCooling>, Ontology: EnershareSystem.txt, Score: High)
8. (Label: Average heat transfer coefficient_1, Match: <https://w3id.org/enershare/system/hasSecondEnergyResourceNonRenewableEmissionFactorForCooling>, Ontology: EnershareSystem.txt, Score: High)
9. (Label: Building calculated heat loss coefficient, Match: <https://w3id.org/enershare/system/hasFirstEnergyResourceNonRenewableEmissionFactorForHeating>, Ontology: EnershareSystem.txt, Score: High)
10. (Label: Building allowable heat loss coefficient, Match: <https://w3id.org/enershare/system/hasSecondEnergyResourceNonRenewableEmissionFactorForHeating>, Ontology: EnershareSystem.txt, Score: High)
1. (Label: Indoor temperature heating, Match: <https://w3id.org/enershare/building/hasFirstEnergyResourceForHeating>, Ontology: EnershareBuilding.txt, Score: High)
2. (Label: Indoor temperature for cooling, Match: <https://w3id.org/enershare/building/hasFirstEnergyResourceForCooling>, Ontology: EnershareBuilding.txt, Score: High)
3. (Label: Air exchange rate, Match: <https://w3id.org/platoon/hasCoolingAirTemperatureSetpointForOccupiedStatus>, Ontology: PlatoonWeather.txt, Score: Medium)
4. (Label: Ventilation heat loss coefficient, Match: <https://w3id.org/enershare/system/hasRenewableEmissionFactorForVentilation>, Ontology: EnershareSystem.txt, Score: Medium)
5. (Label: Energy resource for heating 1, Match: <https://w3id.org/enershare/building/hasFirstEnergyResourceForHeating>, Ontology: EnershareBuilding.txt, Score: High)
6. (Label: Energy resource for heating 2, Match: <https://w3id.org/enershare/building/hasSecondEnergyResourceForHeating>, Ontology: EnershareBuilding.txt, Score: High)
7. (Label: Energy resource for hot water 1, Match: <https://w3id.org/platoon/DomesticHotWaterGasEnergyConsumptionProperty>, Ontology: PlatoonEnergy.txt, Score: Medium)
8. (Label: Energy resource for hot water 2, Match: <https://w3id.org/platoon/DomesticHotWaterGasEnergyConsumptionProperty>, Ontology: PlatoonEnergy.txt, Score: Medium)
9. (Label: Energy resource for ventilation, Match: <https://w3id.org/enershare/system/hasRenewableEmissionFactorForVentilation>, Ontology: EnershareSystem.txt, Score: High)
10. (Label: Energy resource for cooling 1, Match: <https://w3id.org/enershare/building/hasFirstEnergyResourceForCooling>, Ontology: EnershareBuilding.txt, Score: High)
1. (Label: Energy resource for cooling 2, Match: <https://w3id.org/enershare/energyresource/CoalEnergy>, Ontology: EnershareEnergyResource.txt, Score: High)
2. (Label: CO2 emission factor for heating 1, Match: <https://w3id.org/enershare/system/hasFirstEnergyResourceRenewableEmissionFactorForHeating>, Ontology: EnershareSystem.txt, Score: High)
3. (Label: CO2 emission factor for heating 2, Match: <https://w3id.org/enershare/system/hasSecondEnergyResourceRenewableEmissionFactorForHeating>, Ontology: EnershareSystem.txt, Score: High)
4. (Label: CO2 emission factor for hot water 1, Match: <https://w3id.org/enershare/system/hasFirstEnergyResourceRenewableEmissionFactorForHotWater>, Ontology: EnershareSystem.txt, Score: High)
5. (Label: CO2 emission factor for hot water 2, Match: <https://w3id.org/enershare/system/hasSecondEnergyResourceRenewableEmissionFactorForHotWater>, Ontology: EnershareSystem.txt, Score: High)
6. (Label: CO2 emission factor for ventilation, Match: <https://w3id.org/enershare/system/hasRenewableEmissionFactorForVentilation>, Ontology: EnershareSystem.txt, Score: High)
7. (Label: CO2 emission factor for cooling 1, Match: <https://w3id.org/enershare/system/hasFirstEnergyResourceRenewableEmissionFactorForCooling>, Ontology: EnershareSystem.txt, Score: High)
8. (Label: CO2 emission factor for cooling 2, Match: <https://w3id.org/enershare/system/hasSecondEnergyResourceRenewableEmissionFactorForCooling>, Ontology: EnershareSystem.txt, Score: High)
9. (Label: Non-renewable factor for heating 1, Match: <https://w3id.org/enershare/system/hasFirstEnergyResourceNonRenewableEmissionFactorForHeating>, Ontology: EnershareSystem.txt, Score: High)
10. (Label: Non-renewable factor for heating 2, Match: <https://w3id.org/enershare/system/hasSecondEnergyResourceNonRenewableEmissionFactorForHeating>, Ontology: EnershareSystem.txt, Score: High)
1. (Label: Non-renewable factor for water 1, Match: <https://w3id.org/enershare/system/hasFirstEnergyResourceNonRenewableEmissionFactorForHotWater>, Ontology: EnershareSystem.txt, Score: High)
2. (Label: Non-renewable factor for water 2, Match: <https://w3id.org/enershare/system/hasSecondEnergyResourceNonRenewableEmissionFactorForHotWater>, Ontology: EnershareSystem.txt, Score: High)
3. (Label: Non-renewable factor for ventilation, Match: <https://w3id.org/enershare/system/hasNonRenewableEmissionFactorForVentilation>, Ontology: EnershareSystem.txt, Score: High)
4. (Label: Non-renewable factor for cooling 1, Match: <https://w3id.org/enershare/system/hasFirstEnergyResourceNonRenewableEmissionFactorForCooling>, Ontology: EnershareSystem.txt, Score: High)
5. (Label: Non-renewable factor for cooling 2, Match: <https://w3id.org/enershare/system/hasSecondEnergyResourceNonRenewableEmissionFactorForCooling>, Ontology: EnershareSystem.txt, Score: High)
6. (Label: Renewable factor for heating 1, Match: <https://w3id.org/enershare/system/hasFirstEnergyResourceRenewableEmissionFactorForHeating>, Ontology: EnershareSystem.txt, Score: High)
7. (Label: Renewable factor for heating 2, Match: <https://w3id.org/enershare/system/hasSecondEnergyResourceRenewableEmissionFactorForHeating>, Ontology: EnershareSystem.txt, Score: High)
8. (Label: Renewable factor for water 1, Match: <https://w3id.org/enershare/system/hasFirstEnergyResourceRenewableEmissionFactorForHotWater>, Ontology: EnershareSystem.txt, Score: High)
9. (Label: Renewable factor for water 2, Match: <https://w3id.org/enershare/system/hasSecondEnergyResourceRenewableEmissionFactorForHotWater>, Ontology: EnershareSystem.txt, Score: High)
10. (Label: Renewable factor for ventilation, Match: <https://w3id.org/enershare/system/hasRenewableEmissionFactorForVentilation>, Ontology: EnershareSystem.txt, Score: High)
1. (Label: Renewable factor for cooling 1, Match: <https://w3id.org/enershare/building/hasFirstEnergyResourceForCooling>, Ontology: EnershareBuilding.txt, Score: High)
2. (Label: Renewable factor for cooling 2, Match: <https://w3id.org/enershare/building/hasSecondEnergyResourceForCooling>, Ontology: EnershareBuilding.txt, Score: High)
3. (Label: Total factor for heating 1, Match: <https://w3id.org/enershare/building/hasFirstEnergyResourceForHeating>, Ontology: EnershareBuilding.txt, Score: High)
4. (Label: Total factor for heating 2, Match: <https://w3id.org/enershare/building/hasSecondEnergyResourceForHeating>, Ontology: EnershareBuilding.txt, Score: High)
5. (Label: Total factor for water 1, Match: <https://w3id.org/enershare/property/hasTotalElectricEnergyLoad>, Ontology: EnershareProperty.txt, Score: Medium)
6. (Label: Total factor for water 2, Match: <https://w3id.org/enershare/property/hasTotalElectricEnergyLoad>, Ontology: EnershareProperty.txt, Score: Medium)
7. (Label: Total factor for ventilation, Match: <https://w3id.org/enershare/system/hasRenewableEmissionFactorForVentilation>, Ontology: EnershareSystem.txt, Score: High)
8. (Label: Total factor for cooling 1, Match: <https://w3id.org/enershare/system/hasFirstEnergyResourceNonRenewableEmissionFactorForCooling>, Ontology: EnershareSystem.txt, Score: High)
9. (Label: Total factor for cooling 2, Match: <https://w3id.org/enershare/system/hasSecondEnergyResourceNonRenewableEmissionFactorForCooling>, Ontology: EnershareSystem.txt, Score: High)
10. (Label: Project number, Match: Not Found, Ontology: Not Found, Score: Low)
1. (Label: Houshold location (region), Match: <https://w3id.org/seas/Building>, Ontology: EnershareBuilding.txt, Score: High)
2. (Label: Year of building, Match: <https://w3id.org/seas/hasConstructionYear>, Ontology: EnershareBuilding.txt, Score: High)
3. (Label: Building total area, M2, Match: <https://w3id.org/seas/hasTotalArea>, Ontology: EnershareBuilding.txt, Score: High)
4. (Label: Building reference/calculation area, M2, Match: <https://w3id.org/seas/hasReferenceArea>, Ontology: EnershareBuilding.txt, Score: High)
5. (Label: ENERGY CLASS BEFORE THE PROJECT, Match: <https://w3id.org/enershare/building/isAlmostZeroEnergyBuilding>, Ontology: EnershareBuilding.txt, Score: High)
6. (Label: ENERGY CONSUMPTION BEFORE THE PROJECT, KWH/M2, Match: <https://w3id.org/seas/hasEnergyConsumption>, Ontology: EnershareBuilding.txt, Score: High)
7. (Label: HEATING CONSUMPTION BEFORE PROJECT, KWH/M2, Match: <https://w3id.org/enershare/building/hasFirstEnergyResourceForHeating>, Ontology: EnershareBuilding.txt, Score: High)
8. (Label: ASSESSMENT OF CARBON DIOXIDE EMISSIONS BEFORE THE PROJECT, KG CO2/M2 per year, Match: <https://w3id.org/enershare/system/hasRenewableEmissionFactorForVentilation>, Ontology: EnershareSystem.txt, Score: High)
9. (Label: Planned energy consumption savings (kWh/m2), Match: <https://w3id.org/enershare/system/hasFirstEnergyResourceRenewableEmissionFactorForCooling>, Ontology: EnershareSystem.txt, Score: High)
10. (Label: Carrying out construction works in the enclosing structures, Match: <https://w3id.org/seas/hasConstructionWork>, Ontology: EnershareBuilding.txt, Score: High)
1. (Label: Renovation or reconstruction of engineering systems (for example, heating and ventilation equipment), Match: <https://w3id.org/platoon/BuildingOntology#RenovationOrReconstructionOfEngineeringSystems>, Ontology: PlatoonBuilding.txt, Score: High)
2. (Label: Installation of a new water heating system, Match: <https://w3id.org/enershare/system/WaterPump>, Ontology: EnershareSystem.txt, Score: Medium)
3. (Label: Installation of heat installations to ensure the production of heat from renewable energy sources, Match: <https://w3id.org/enershare/system/WaterPump>, Ontology: EnershareSystem.txt, Score: Medium)
4. (Label: Other activities, if they are necessary for increasing energy efficiency together with the above-mentioned measures, Match: <https://w3id.org/enershare/maintenance/Optimization>, Ontology: EnershareEvent.txt, Score: Medium)
5. (Label: Other activities, Match: <https://w3id.org/enershare/maintenance/EventOntology#OtherActivities>, Ontology: EnershareEvent.txt, Score: High)
6. (Label: Energy efficiency class of the residential house according to the temporary energy certificate of the building, Match: <https://w3id.org/platoon/BuildingOntology#EnergyEfficiencyClass>, Ontology: PlatoonBuilding.txt, Score: High)
7. (Label: Thermal energy consumption for heating according to the building's temporary energy certificate (kWh/m2), Match: <https://w3id.org/platoon/BuildingOntology#ThermalEnergyConsumptionForHeating>, Ontology: PlatoonBuilding.txt, Score: High)
8. (Label: Energy consumption after project (kWh/m2), Match: <https://w3id.org/platoon/BuildingOntology#EnergyConsumptionAfterProject>, Ontology: PlatoonBuilding.txt, Score: High)
9. (Label: Assessment of carbon dioxide emissions after project, kg CO2/m2 per year, Match: <https://w3id.org/platoon/BuildingOntology#AssessmentOfCarbonDioxideEmissionsAfterProject>, Ontology: PlatoonBuilding.txt, Score: High)
10. (Label: Heat energy consumption savings %, Match: <https://w3id.org/platoon/BuildingOntology#HeatEnergyConsumptionSavings>, Ontology: PlatoonBuilding.txt, Score: High)
1. (Label: number of floors, Match: <https://w3id.org/platoon/ClassD>, Ontology: PlatoonBuilding.txt, Score: High)
2. (Label: Average floor height, m, Match: <https://w3id.org/platoon/ClassD>, Ontology: PlatoonBuilding.txt, Score: High)
3. (Label: Energy consumption for hot water preparation in KWH/M2 per year, Match: <https://w3id.org/enershare/system/WaterPump>, Ontology: EnershareSystem.txt, Score: Medium)
4. (Label: Energy consumption for cooling in KWH/M2 per year, Match: <https://w3id.org/enershare/system/WaterPump>, Ontology: EnershareSystem.txt, Score: Medium)
5. (Label: assessment of carbon dioxide emission, kg CO2/m2/year, Match: <https://w3id.org/platoon/ClassE>, Ontology: PlatoonBuilding.txt, Score: High)
6. (Label: Thickness of thermal insulation material (mm), Match: <https://w3id.org/platoon/ClassG>, Ontology: PlatoonBuilding.txt, Score: High)
7. (Label: Heat insulation λ (W/mK), Match: <https://w3id.org/platoon/ClassN>, Ontology: PlatoonBuilding.txt, Score: High)
8. (Label: Indicative savings, kWh/m, Match: <https://w3id.org/platoon/WindTurbine>, Ontology: PlatoonWindturbine.txt, Score: Medium)
9. (Label: Indicative costs of the measure to be implemented, incl. VAT (euro), Match: <https://w3id.org/enershare/digitaltwin/TwinningProcess>, Ontology: EnershareDigitalTwin.txt, Score: Low)
10. (Label: Savings per year (euro) (It is assumed that the approximate heating costs, including amortization, amount to 70 euros per MWh), Match: <https://w3id.org/platoon/WindTurbine>, Ontology: PlatoonWindturbine.txt, Score: Medium)
1. (Label: Payback period of the event, in years, Match: <https://w3id.org/enershare/maintenance/ReverseFlowEvent>, Ontology: EnershareEvent.txt, Score: High)
2. (Label: Thickness of thermal insulation material (mm), Match: <https://w3id.org/enershare/property/hasInsulationYear>, Ontology: EnershareProperty.txt, Score: Medium)
3. (Label: Heat insulation λ (W/mK), Match: <https://w3id.org/enershare/property/hasConstructionYear>, Ontology: EnershareProperty.txt, Score: Medium)
4. (Label: Indicative savings, kWh/m, Match: <https://w3id.org/enershare/property/hasHistoricalData>, Ontology: EnershareProperty.txt, Score: Medium)
5. (Label: Indicative costs of the measure to be implemented, incl. VAT (euro), Match: <https://w3id.org/enershare/system/hasFirstEnergyResourceRenewableEmissionFactorForHotWater>, Ontology: EnershareSystem.txt, Score: Low)
6. (Label: Savings per year (euro) (It is assumed that the approximate heating costs, including amortization, amount to 70 euros per MWh), Match: <https://w3id.org/enershare/property/hasRestorationYear>, Ontology: EnershareProperty.txt, Score: Low)
1. (Label: Indicative costs of the measure to be implemented, incl. VAT (euro), Match: <https://w3id.org/enershare/property/expectedCost>, Ontology: EnersharePriceProperty.txt, Score: High)
2. (Label: Savings per year (euro), Match: <https://w3id.org/enershare/property/hasCostSaving>, Ontology: EnersharePriceProperty.txt, Score: High)
3. (Label: Payback period of the event, in years, Match: <https://w3id.org/enershare/property/expectedCost>, Ontology: EnersharePriceProperty.txt, Score: High)
4. (Label: U value of windows, W/m2K, Match: <https://w3id.org/enershare/property/hasRetaillingPrice>, Ontology: EnersharePriceProperty.txt, Score: Medium)
5. (Label: The U-value of the exterior door, W/m2K, Match: <https://w3id.org/enershare/property/hasRetaillingPrice>, Ontology: EnersharePriceProperty.txt, Score: Medium)
6. (Label: Indicative savings, kWh/m, Match: <https://w3id.org/enershare/property/hasEstimatedCostSaving>, Ontology: EnersharePriceProperty.txt, Score: High)
7. (Label: Thickness of thermal insulation material (mm), Match: <https://w3id.org/enershare/property/hasInvestementCost>, Ontology: EnersharePriceProperty.txt, Score: High)
1. (Label: Heat insulation λ (W/mK), Match: <https://w3id.org/enershare/device/HeatFlowMeter>, Ontology: Enershare Device Ontology, Score: High)
2. (Label: Indicative savings, kWh/m, Match: <https://w3id.org/enershare/energyresource/EnergyResourceType>, Ontology: Enershare Energy Resource Ontology, Score: Medium)
3. (Label: Indicative costs of the measure to be implemented, incl. VAT (euro), Match: <https://w3id.org/enershare/energyresource/EnergyResourceType>, Ontology: Enershare Energy Resource Ontology, Score: Medium)
4. (Label: Savings per year (euro) (It is assumed that the approximate heating costs, including amortization, amount to 60 euros per MWh), Match: <https://w3id.org/enershare/forecast/hasForecastOfTotalElectricEnergyLoadProperty>, Ontology: Enershare Forecast Ontology, Score: Medium)
5. (Label: Payback period of the event, in years, Match: <https://w3id.org/enershare/flexibility/ChargingProfile>, Ontology: Enershare Flexibility Ontology, Score: Low)
6. (Label: Current costs for heating (euro), Match: <https://w3id.org/enershare/energyresource/EnergyResourceType>, Ontology: Enershare Energy Resource Ontology, Score: Medium)
7. (Label: Current costs for hot water (euro), Match: <https://w3id.org/enershare/energyresource/EnergyResourceType>, Ontology: Enershare Energy Resource Ontology, Score: Medium)
8. (Label: Planned costs for heating (euro), Match: <https://w3id.org/enershare/energyresource/EnergyResourceType>, Ontology: Enershare Energy Resource Ontology, Score: Medium)
9. (Label: Planned costs for hot water (euro), Match: <https://w3id.org/enershare/energyresource/EnergyResourceType>, Ontology: Enershare Energy Resource Ontology, Score: Medium)
10. (Label: Cost savings (euro), Match: <https://w3id.org/enershare/energyresource/EnergyResourceType>, Ontology: Enershare Energy Resource Ontology, Score: Medium)
1. (Label: Consumption of primary non-renewable energy, Match: <https://w3id.org/enershare/property/hasPrimaryNonRenewableEnergy>, Ontology: EnershareProperty.txt, Score: High)
2. (Label: Primary total energy consumption, Match: <https://w3id.org/enershare/property/hasTotalElectricEnergyLoad>, Ontology: EnershareProperty.txt, Score: High)
3. (Label: Energy consumption for hot water preparation, Match: <https://w3id.org/platoon/hasElectricEnergyConsumption>, Ontology: PlatoonEnergy.txt, Score: High)
4. (Label: Energy consumption for cooling, Match: <https://w3id.org/platoon/hasClimateCorrectedCoolingEnergyConsumption>, Ontology: PlatoonEnergy.txt, Score: High)
5. (Label: Energy consumption for heating, Match: <https://w3id.org/platoon/HeatingElectricEnergyConsumptionProperty>, Ontology: PlatoonEnergy.txt, Score: High)
6. (Label: Total energy consumption, Match: <https://w3id.org/enershare/property/hasTotalElectricEnergyLoad>, Ontology: EnershareProperty.txt, Score: High)
7. (Label: Compliance of the building with the requirements of an almost zero energy building, Match: <https://w3id.org/platoon/ElectricEnergyConsumptionEvaluation>, Ontology: PlatoonEnergy.txt, Score: Medium)
8. (Label: Assessment of carbon dioxide emissions, t CO₂ per year, Match: <https://w3id.org/platoon/hasForecastOfEnergyConsumptionProperty>, Ontology: PlatoonEnergy.txt, Score: Medium)
9. (Label: Assessment of carbon dioxide emissions, kg CO₂ per year, Match: <https://w3id.org/platoon/hasForecastOfEnergyConsumptionProperty>, Ontology: PlatoonEnergy.txt, Score: Medium)
10. (Label: Area of the external surface of the building, Match: <https://w3id.org/platoon/ForecastOfEnergyProperty>, Ontology: PlatoonEnergy.txt, Score: Medium)
1. (Label: The average weighted heat transfer coefficient U average of the external enclosures, W/m2K, Match: <https://w3id.org/enershare/property/hasHeatTransferCoefficient>, Ontology: EnershareProperty.txt, Score: High)
2. (Label: The average weighted standard (maximum) heat transfer coefficient of the external enclosures U average, max, W/m2K, Match: <https://w3id.org/enershare/property/hasAverageStandardHeatTransferCoefficient>, Ontology: EnershareProperty.txt, Score: High)
3. (Label: The calculated specific heat loss coefficient HT/A of the building's enclosing structures, W/m2K, Match: <https://w3id.org/enershare/property/hasHeatLossCoefficient>, Ontology: EnershareProperty.txt, Score: High)
4. (Label: Specific heat loss coefficient of building,  HT max/A calculated, W/M2k, Match: <https://w3id.org/enershare/property/hasHeatLossCoefficient>, Ontology: EnershareProperty.txt, Score: High)
5. (Label: Calculated indoor temperature for heating rating, oC, Match: Not Found, Ontology: - , Score: Low)
6. (Label: Calculated indoor temperature for cooling rating, oC, Match: Not Found, Ontology: - , Score: Low)
7. (Label: Required air exchange rate, n-1, Match: Not Found, Ontology: - , Score: Low)
8. (Label: Specific heat loss coefficient of building ventilation HVentilation/Acalculated, W/M2k, Match: <https://w3id.org/enershare/property/hasHeatLossCoefficient>, Ontology: EnershareProperty.txt, Score: High)
9. (Label: Energy carrier for heating, Match: Not Found, Ontology: - , Score: Low)
10. (Label: Energy carrier for hot water preparation, Match: Not Found, Ontology: - , Score: Low)
1. (Label: Energy carrier for cooling, Match: <https://w3id.org/enershare/building/hasFirstEnergyResourceForCooling>, Ontology: EnershareBuilding.txt, Score: High)
2. (Label: CO2 emission factor, kg CO2/MWh for heating, Match: <https://w3id.org/enershare/system/hasFirstEnergyResourceNonRenewableEmissionFactorForHeating>, Ontology: EnershareSystem.txt, Score: High)
3. (Label: CO2 emission factor, kg CO2/MWh for hot water preparation, Match: <https://w3id.org/enershare/system/hasFirstEnergyResourceNonRenewableEmissionFactorForHeating>, Ontology: EnershareSystem.txt, Score: High)
4. (Label: CO2 emission factor, kg CO2/MWh for cooling, Match: <https://w3id.org/enershare/system/hasFirstEnergyResourceRenewableEmissionFactorForCooling>, Ontology: EnershareSystem.txt, Score: High)
5. (Label: Primary energy factor for the part of non-renewable energy resources - heating, Match: <https://w3id.org/enershare/system/hasFirstEnergyResourceNonRenewableEmissionFactorForHeating>, Ontology: EnershareSystem.txt, Score: High)
6. (Label: Primary energy factor for the part of non-renewable energy resources - hot water preparation, Match: <https://w3id.org/enershare/system/hasFirstEnergyResourceNonRenewableEmissionFactorForHeating>, Ontology: EnershareSystem.txt, Score: High)
7. (Label: Primary energy factor for partial cooling of non-renewable energy resources, Match: <https://w3id.org/enershare/system/hasFirstEnergyResourceNonRenewableEmissionFactorForCooling>, Ontology: EnershareSystem.txt, Score: High)
8. (Label: Primary energy factor for the share of renewable energy resources - heating, Match: <https://w3id.org/enershare/system/hasFirstEnergyResourceRenewableEmissionFactorForHeating>, Ontology: EnershareSystem.txt, Score: High)
9. (Label: Primary energy factor for the part of renewable energy resources - hot water preparation, Match: <https://w3id.org/enershare/system/hasFirstEnergyResourceRenewableEmissionFactorForHotWater>, Ontology: EnershareSystem.txt, Score: High)
10. (Label: Primary energy factor for partial cooling of renewable energy resources, Match: <https://w3id.org/enershare/system/hasFirstEnergyResourceRenewableEmissionFactorForCooling>, Ontology: EnershareSystem.txt, Score: High)
1. (Label: Total primary energy factor - for heating, Match: <https://w3id.org/enershare/system/hasFirstEnergyResourceNonRenewableEmissionFactorForHeating>, Ontology: EnershareSystem.txt, Score: High)
2. (Label: Total primary energy factor - for hot water preparation, Match: <https://w3id.org/enershare/system/hasFirstEnergyResourceNonRenewableEmissionFactorForHotWater>, Ontology: EnershareSystem.txt, Score: High)
3. (Label: Total primary energy factor - for cooling, Match: <https://w3id.org/enershare/system/hasFirstEnergyResourceRenewableEmissionFactorForCooling>, Ontology: EnershareSystem.txt, Score: High)
4. (Label: Project number, Match: <https://w3id.org/enershare/property/hasTotalElectricEnergyLoad>, Ontology: EnershareProperty.txt, Score: High)
5. (Label: Houshold location (region), Match: <https://w3id.org/platoon/hasNominalElectricEnergy>, Ontology: PlatoonEnergy.txt, Score: High)
6. (Label: Total electricity consumption, MWh per year, Match: <https://w3id.org/enershare/property/hasTotalElectricEnergyLoad>, Ontology: EnershareProperty.txt, Score: High)
7. (Label: Average amount of electricity produced by solar panels, MWh per year, Match: <https://w3id.org/enershare/property/hasElectricEnergySaving>, Ontology: EnershareProperty.txt, Score: High)
8. (Label: EXISTING INVERTER SET POWER, KW, Match: <https://w3id.org/platoon/hasElectricEnergyLoad>, Ontology: PlatoonEnergy.txt, Score: High)
9. (Label: Additional installed inverter power (set), Match: <https://w3id.org/platoon/hasElectricEnergyLoadDeviation>, Ontology: PlatoonEnergy.txt, Score: High)
10. (Label: AMOUNT OF SUPPORT FOR THE INSTALLATION OF ELECTRICITY PRODUCTION EQUIPMENT, EUR, Match: <https://w3id.org/enershare/property/hasPrimaryEnergySaving>, Ontology: EnershareProperty.txt, Score: High)
1. (Label: Primary energy consumption after installing the solar panel system, Match: <https://w3id.org/enershare/energyresource/PhotovoltaicEnergy>, Ontology: EnershareEnergyResource.txt, Score: High)
2. (Label: MWh per year, Match: <https://w3id.org/platoon/ElectricEnergyProperty>, Ontology: PlatoonEnergy.txt, Score: High)
3. (Label: Reduction of primary energy, MWh per year, Match: <https://w3id.org/platoon/ElectricEnergyConsumptionProperty>, Ontology: PlatoonEnergy.txt, Score: High)
4. (Label: Project number, Match: <https://w3id.org/enershare/system/consumedEnergy>, Ontology: EnershareSystem.txt, Score: Medium)
5. (Label: The data, Match: <https://w3id.org/enershare/system/deliveredEnergy>, Ontology: EnershareSystem.txt, Score: Medium)
6. (Label: Region, Match: <https://w3id.org/enershare/system/hasFirstEnergyResourceForWater>, Ontology: EnershareSystem.txt, Score: Medium)
7. (Label: Granted support, Match: <https://w3id.org/enershare/system/consumedNaturalGasEnergy>, Ontology: EnershareSystem.txt, Score: Medium)
8. (Label: Electricity consumption of the grid, Match: <https://w3id.org/enershare/system/hasChargePower>, Ontology: EnershareSystem.txt, Score: Medium)
9. (Label: Primary energy consumption before, Match: <https://w3id.org/platoon/hasHeatingElectricEnergyConsumption>, Ontology: PlatoonEnergy.txt, Score: High)
10. (Label: Current inverter set power, Match: <https://w3id.org/enershare/system/hasChargePower>, Ontology: EnershareSystem.txt, Score: High)
11. (Label: Inverter power in project, Match: <https://w3id.org/enershare/system/hasMaximumChargePower>, Ontology: EnershareSystem.txt, Score: Medium)
1. (Label: Electricity produced by solar panels, Match: <https://w3id.org/enershare/energyresource/PhotovoltaicEnergy>, Ontology: EnershareEnergyResource.txt, Score: High)
2. (Label: Primary energy consumption after, Match: <https://w3id.org/enershare/system/hasFirstEnergyResourceRenewableEmissionFactorForCooling>, Ontology: EnershareSystem.txt, Score: Medium)
3. (Label: Reduction of primary energy, Match: <https://w3id.org/enershare/system/hasFirstEnergyResourceRenewableEmissionFactorForCooling>, Ontology: EnershareSystem.txt, Score: Medium)
4. (Label: CO2 emissions reduction, Match: <https://w3id.org/enershare/system/hasFirstEnergyResourceRenewableEmissionFactorForCooling>, Ontology: EnershareSystem.txt, Score: Medium)
