{Label: GearOilTemperature_val, Match: Temperature Property, Ontology: SEASGenericProperty, Score: 0.9}
{Label: Region, Match: hasEvaluationInterval, Ontology: EnershareProperty.txt, Score: 0.5}
{Label: Granted support, Match: hasCollectiveOperationCost, Ontology: EnersharePriceProperty.txt, Score: 0.4}
{Label: Electricity consumption of the grid, Match: hasElectricityPrice, Ontology: EnersharePriceProperty.txt, Score: 0.6}
{Label: Primary energy consumption before, Match: measuredBefore, Ontology: EnershareProperty.txt, Score: 0.8}
{Label: Current inverter set power, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Inverter power in project, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Electricity produced by solar panels, Match: produced electric energy, Ontology: SEASElectricPowerSystem, Score: 0.9}
{Label: Primary energy consumption after, Match: has Primary Total Energy Consumption, Ontology: EnershareProperty, Score: 0.8}
{Label: Reduction of primary energy, Match: has Primary Energy Saving, Ontology: EnershareProperty, Score: 0.85}
{Label: CO2 emissions reduction, Match: has Carbon Foot Print, Ontology: EnershareSystem, Score: 0.75}
