{Label: GearOilTemperature_val, Match: Temperature Property, Ontology: SEASGenericProperty, Score: 0.9}
{Label: Primary energy factor for the share of renewable energy resources - heating, Match: has First Energy Resource Renewable Emission Factor For Heating, Ontology: EnershareSystem.txt, Score: 0.9}
{Label: Primary energy factor for the part of renewable energy resources - hot water preparation, Match: has First Energy Resource Renewable Emission Factor For Hot Water, Ontology: EnershareSystem.txt, Score: 0.9}
{Label: Primary energy factor for partial cooling of renewable energy resources, Match: has First Energy Resource Renewable Emission Factor For Cooling, Ontology: EnershareSystem.txt, Score: 0.9}
{Label: Total primary energy factor - for heating, Match: HeatingEnergyDemandProperty, Ontology: EnershareProperty.txt, Score: 0.9}
{Label: Total primary energy factor - for hot water preparation, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Total primary energy factor - for cooling, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Project number, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Houshold location (region), Match: hasEvaluationInterval, Ontology: EnershareProperty.txt, Score: 0.7}
{Label: Total electricity consumption, MWh per year, Match: deliveredEnergy, Ontology: EnershareSystem.txt, Score: 0.8}
{Label: Average amount of electricity produced by solar panels, MWh per year, Match: hasWindEnergyProduction, Ontology: EnershareProperty.txt, Score: 0.6}
{Label: EXISTING INVERTER SET POWER, KW, Match: hasChargePower, Ontology: EnershareSystem.txt, Score: 0.75}
{Label: Additional installed inverter power (set), Match: hasMaximumChargePower, Ontology: EnershareSystem.txt, Score: 0.7}
{Label: AMOUNT OF SUPPORT FOR THE INSTALLATION OF ELECTRICITY PRODUCTION EQUIPMENT, EUR, Match: capitalCost, Ontology: EnersharePriceProperty.txt, Score: 0.85}
{Label: Primary energy consumption after installing the solar panel system, MWh per year, Match: delivered Energy, Ontology: EnershareSystem.txt, Score: 0.8}
{Label: Reduction of primary energy, MWh per year, Match: delivered Energy, Ontology: EnershareSystem.txt, Score: 0.7}
{Label: Project number, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: The data, Match: has Begin Data Value, Ontology: EnershareProperty.txt, Score: 0.6}
{Label: Region, Match: has Evaluation Region, Ontology: EnershareProperty.txt, Score: 0.5}
{Label: Granted support, Match: has Collective Operation Cost, Ontology: EnersharePriceProperty.txt, Score: 0.4}
{Label: Electricity consumption of the grid, Match: delivered Energy, Ontology: EnershareSystem.txt, Score: 0.7}
{Label: Primary energy consumption before, Match: delivered Energy, Ontology: EnershareSystem.txt, Score: 0.8}
{Label: Current inverter set power, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Inverter power in project, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Electricity produced by solar panels, Match: Photovoltaic Energy, Ontology: EnershareEnergyResource.txt, Score: 0.9}
{Label: Primary energy consumption after, Match: has Primary Total Energy Consumption, Ontology: EnershareProperty.txt, Score: 0.8}
{Label: Reduction of primary energy, Match: has Primary Energy Saving, Ontology: EnershareProperty.txt, Score: 0.9}
{Label: CO2 emissions reduction, Match: has Energy Resource Emission Factor, Ontology: EnershareSystem.txt, Score: 0.7}
